"","Id","Id2","Geography","Estimate..Total.","Margin.of.Error..Total.","Estimate..Total....No.schooling.completed","Margin.of.Error..Total....No.schooling.completed","Estimate..Total....Nursery.school","Margin.of.Error..Total....Nursery.school","Estimate..Total....Kindergarten","Margin.of.Error..Total....Kindergarten","Estimate..Total....1st.grade","Margin.of.Error..Total....1st.grade","Estimate..Total....2nd.grade","Margin.of.Error..Total....2nd.grade","Estimate..Total....3rd.grade","Margin.of.Error..Total....3rd.grade","Estimate..Total....4th.grade","Margin.of.Error..Total....4th.grade","Estimate..Total....5th.grade","Margin.of.Error..Total....5th.grade","Estimate..Total....6th.grade","Margin.of.Error..Total....6th.grade","Estimate..Total....7th.grade","Margin.of.Error..Total....7th.grade","Estimate..Total....8th.grade","Margin.of.Error..Total....8th.grade","Estimate..Total....9th.grade","Margin.of.Error..Total....9th.grade","Estimate..Total....10th.grade","Margin.of.Error..Total....10th.grade","Estimate..Total....11th.grade","Margin.of.Error..Total....11th.grade","Estimate..Total....12th.grade..no.diploma","Margin.of.Error..Total....12th.grade..no.diploma","Estimate..Total....Regular.high.school.diploma","Margin.of.Error..Total....Regular.high.school.diploma","Estimate..Total....GED.or.alternative.credential","Margin.of.Error..Total....GED.or.alternative.credential","Estimate..Total....Some.college..less.than.1.year","Margin.of.Error..Total....Some.college..less.than.1.year","Estimate..Total....Some.college..1.or.more.years..no.degree","Margin.of.Error..Total....Some.college..1.or.more.years..no.degree","Estimate..Total....Associate.s.degree","Margin.of.Error..Total....Associate.s.degree","Estimate..Total....Bachelor.s.degree","Margin.of.Error..Total....Bachelor.s.degree","Estimate..Total....Master.s.degree","Margin.of.Error..Total....Master.s.degree","Estimate..Total....Professional.school.degree","Margin.of.Error..Total....Professional.school.degree","Estimate..Total....Doctorate.degree","Margin.of.Error..Total....Doctorate.degree"
"354","1500000US080310050023",80310050023,"Block Group 3, Census Tract 50.02, Denver County, Colorado",1237,218,12,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,36,42,45,54,0,11,32,51,10,18,48,41,113,95,137,106,163,89,133,94,259,108,115,53,84,58,50,50
"355","1500000US080310050024",80310050024,"Block Group 4, Census Tract 50.02, Denver County, Colorado",1808,325,111,114,0,11,0,11,0,11,0,11,0,11,30,46,31,48,29,45,25,40,0,11,0,11,0,11,0,11,0,11,213,132,79,81,196,110,193,101,194,152,500,175,183,117,13,23,11,17
"356","1500000US080310050025",80310050025,"Block Group 5, Census Tract 50.02, Denver County, Colorado",645,151,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,18,71,71,0,11,45,56,59,58,45,35,143,76,66,62,93,58,112,75,0,11,0,11
"357","1500000US080310051021",80310051021,"Block Group 1, Census Tract 51.02, Denver County, Colorado",491,128,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,19,8,12,0,11,0,11,96,41,0,11,0,11,130,84,25,27,144,50,65,51,0,11,10,16
"358","1500000US080310051022",80310051022,"Block Group 2, Census Tract 51.02, Denver County, Colorado",447,84,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,48,33,10,15,19,21,64,37,0,11,193,68,59,33,16,20,38,25
"359","1500000US080310051023",80310051023,"Block Group 3, Census Tract 51.02, Denver County, Colorado",992,195,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,136,67,8,15,8,14,175,113,69,57,370,96,152,57,25,26,49,48
"360","1500000US080310051024",80310051024,"Block Group 4, Census Tract 51.02, Denver County, Colorado",686,180,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,74,115,0,11,0,11,38,39,0,11,14,16,26,24,138,72,37,30,23,26,138,67,32,29,96,89,56,39,0,11,14,17
"361","1500000US080310051041",80310051041,"Block Group 1, Census Tract 51.04, Denver County, Colorado",1403,184,0,11,0,11,0,11,0,11,0,11,37,44,0,11,27,44,0,11,0,11,11,17,0,11,18,29,0,11,9,12,224,86,70,60,77,48,170,62,151,71,393,122,123,66,67,59,26,24
"362","1500000US080310051042",80310051042,"Block Group 2, Census Tract 51.04, Denver County, Colorado",1186,186,42,46,0,11,0,11,0,11,0,11,0,11,6,11,4,9,7,11,0,11,45,40,4,8,4,9,42,36,22,24,163,61,107,66,70,46,119,68,93,53,329,106,80,45,39,31,10,16
"363","1500000US080310052001",80310052001,"Block Group 1, Census Tract 52, Denver County, Colorado",454,118,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,15,46,39,0,11,37,25,22,20,72,83,142,71,126,63,0,11,0,11
"364","1500000US080310052002",80310052002,"Block Group 2, Census Tract 52, Denver County, Colorado",445,117,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,13,0,11,0,11,28,32,28,26,0,11,40,48,22,19,31,23,202,66,78,45,7,11,0,11
"365","1500000US080310052003",80310052003,"Block Group 3, Census Tract 52, Denver County, Colorado",1054,162,23,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,30,46,0,11,0,11,15,24,74,59,12,18,36,28,142,54,21,23,431,105,176,81,50,29,44,42
"366","1500000US080310052004",80310052004,"Block Group 4, Census Tract 52, Denver County, Colorado",638,160,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,31,53,0,11,11,19,0,11,0,11,82,65,10,16,72,53,126,70,35,30,117,58,107,65,35,30,12,17
"367","1500000US080310053001",80310053001,"Block Group 1, Census Tract 53, Denver County, Colorado",1129,123,17,26,0,11,0,11,0,11,0,11,4,9,0,11,0,11,0,11,0,11,9,11,4,6,24,25,27,18,22,21,214,66,16,16,72,35,181,63,40,24,328,70,132,46,16,14,23,20
"368","1500000US080310055021",80310055021,"Block Group 1, Census Tract 55.02, Denver County, Colorado",1438,117,29,35,0,11,0,11,12,17,0,11,25,31,0,11,12,23,8,11,0,11,10,15,29,25,39,45,42,31,10,12,264,93,114,69,147,51,195,72,125,50,280,66,74,34,14,15,9,14
"369","1500000US080310055031",80310055031,"Block Group 1, Census Tract 55.03, Denver County, Colorado",512,80,19,30,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,23,10,17,0,11,0,11,0,11,26,29,97,44,9,14,68,68,86,48,27,24,139,63,0,11,0,11,11,17
"370","1500000US080310055032",80310055032,"Block Group 2, Census Tract 55.03, Denver County, Colorado",1535,261,12,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,16,0,11,20,18,14,19,5,13,35,42,10,25,337,99,88,64,95,40,340,157,82,53,392,120,85,47,10,15,0,11
"371","1500000US080310055033",80310055033,"Block Group 3, Census Tract 55.03, Denver County, Colorado",870,135,10,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,19,0,11,284,93,20,24,31,28,180,65,58,35,225,65,28,26,23,25,0,11
"372","1500000US080310055034",80310055034,"Block Group 4, Census Tract 55.03, Denver County, Colorado",517,94,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,2,7,0,11,0,11,14,20,166,69,22,24,88,62,47,32,25,19,113,49,40,31,0,11,0,11
"373","1500000US080310067011",80310067011,"Block Group 1, Census Tract 67.01, Denver County, Colorado",2437,209,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,112,64,23,21,107,61,439,137,178,95,885,169,481,107,142,89,70,41
"374","1500000US080310068041",80310068041,"Block Group 1, Census Tract 68.04, Denver County, Colorado",741,157,37,52,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,48,66,0,11,0,11,0,11,0,11,20,22,0,11,51,36,162,65,26,24,234,79,102,47,52,30,9,14
"375","1500000US080310068042",80310068042,"Block Group 2, Census Tract 68.04, Denver County, Colorado",1371,180,10,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,16,50,41,38,31,33,31,297,121,45,25,514,127,278,98,48,30,48,36
"376","1500000US080310068091",80310068091,"Block Group 1, Census Tract 68.09, Denver County, Colorado",638,204,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,2,5,0,11,0,11,0,11,0,11,0,11,0,11,60,80,1,4,0,11,44,68,2,4,286,108,190,123,36,35,17,26
"377","1500000US080310068092",80310068092,"Block Group 2, Census Tract 68.09, Denver County, Colorado",1991,643,13,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,267,304,0,11,44,53,529,518,431,282,373,123,217,113,96,58,21,34
"378","1500000US080310068093",80310068093,"Block Group 3, Census Tract 68.09, Denver County, Colorado",961,273,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,79,55,0,11,24,28,189,76,10,16,342,214,267,133,22,25,28,33
"379","1500000US080310068094",80310068094,"Block Group 4, Census Tract 68.09, Denver County, Colorado",893,193,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,25,133,94,140,162,91,69,66,53,8,13,306,141,112,83,21,33,0,11
"380","1500000US080310068095",80310068095,"Block Group 5, Census Tract 68.09, Denver County, Colorado",804,200,29,48,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,24,0,11,0,11,0,11,146,90,33,30,17,26,154,84,105,80,257,131,48,46,0,11,0,11
"381","1500000US080310068096",80310068096,"Block Group 6, Census Tract 68.09, Denver County, Colorado",623,241,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,30,49,0,11,0,11,17,27,16,25,60,50,0,11,13,24,87,59,0,11,375,236,12,20,13,22,0,11
"382","1500000US080310068101",80310068101,"Block Group 1, Census Tract 68.10, Denver County, Colorado",872,183,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,178,103,16,24,54,58,152,130,41,46,308,139,123,77,0,11,0,11
"383","1500000US080310068102",80310068102,"Block Group 2, Census Tract 68.10, Denver County, Colorado",1304,256,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,32,57,16,25,0,11,25,39,219,139,75,71,57,68,302,112,165,113,235,97,128,98,50,66,0,11
"384","1500000US080310068103",80310068103,"Block Group 3, Census Tract 68.10, Denver County, Colorado",572,157,27,42,0,11,0,11,0,11,0,11,0,11,21,34,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,66,65,0,11,15,26,45,43,0,11,287,137,69,57,42,52,0,11
"385","1500000US080310068104",80310068104,"Block Group 4, Census Tract 68.10, Denver County, Colorado",1345,223,101,112,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,22,0,11,0,11,0,11,0,11,152,97,0,11,42,46,228,125,106,58,353,106,275,137,74,71,0,11
"386","1500000US080310068111",80310068111,"Block Group 1, Census Tract 68.11, Denver County, Colorado",1556,243,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,97,70,0,11,38,38,270,91,101,67,623,213,347,141,40,36,40,36
"387","1500000US080310068112",80310068112,"Block Group 2, Census Tract 68.11, Denver County, Colorado",457,184,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,35,0,11,84,61,0,11,54,49,41,46,81,87,88,85,52,47,1,15,33,46
"388","1500000US080310068113",80310068113,"Block Group 3, Census Tract 68.11, Denver County, Colorado",1375,314,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,29,284,157,102,100,79,66,232,133,122,96,403,148,116,97,11,17,8,13
"389","1500000US080310068114",80310068114,"Block Group 4, Census Tract 68.11, Denver County, Colorado",1273,350,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,170,126,54,79,38,42,382,220,43,34,317,126,262,137,0,11,7,12
"390","1500000US080310068121",80310068121,"Block Group 1, Census Tract 68.12, Denver County, Colorado",1380,179,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,5,10,0,11,0,11,0,11,4,9,0,11,9,14,177,87,17,25,16,20,198,73,84,50,397,135,341,93,100,60,32,33
"391","1500000US080310068122",80310068122,"Block Group 2, Census Tract 68.12, Denver County, Colorado",1133,136,8,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,17,151,69,32,29,75,38,139,61,55,37,378,114,230,82,24,23,30,20
"392","1500000US080310068123",80310068123,"Block Group 3, Census Tract 68.12, Denver County, Colorado",632,122,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,93,50,10,16,12,18,103,51,30,28,266,85,86,66,16,18,16,18
"393","1500000US080310068131",80310068131,"Block Group 1, Census Tract 68.13, Denver County, Colorado",859,231,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,48,78,90,75,24,39,29,36,96,80,35,43,366,142,83,59,88,86,0,11
"394","1500000US080310068132",80310068132,"Block Group 2, Census Tract 68.13, Denver County, Colorado",1207,351,16,27,0,11,0,11,0,11,0,11,0,11,0,11,0,11,41,54,0,11,0,11,37,51,21,31,31,37,56,63,320,212,13,21,42,52,184,125,98,64,280,141,46,53,0,11,22,36
"395","1500000US080310068133",80310068133,"Block Group 3, Census Tract 68.13, Denver County, Colorado",1193,321,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,29,12,21,18,28,0,11,112,109,185,124,25,43,85,100,226,160,57,49,335,176,35,46,86,82,0,11
"396","1500000US080310068141",80310068141,"Block Group 1, Census Tract 68.14, Denver County, Colorado",321,120,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,18,0,11,31,36,8,13,3,10,30,37,29,31,96,76,71,75,41,38,0,11
"397","1500000US080310068142",80310068142,"Block Group 2, Census Tract 68.14, Denver County, Colorado",493,164,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,42,67,14,24,43,73,0,11,150,86,0,11,0,11,32,39,62,82,91,93,59,59,0,11,0,11
"398","1500000US080310068143",80310068143,"Block Group 3, Census Tract 68.14, Denver County, Colorado",1429,295,11,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,23,47,66,0,11,0,11,45,67,0,11,362,170,67,49,104,107,236,135,119,95,266,122,88,63,17,31,56,63
"399","1500000US080310068144",80310068144,"Block Group 4, Census Tract 68.14, Denver County, Colorado",599,167,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,23,0,11,18,29,46,43,48,37,37,34,102,69,60,48,110,80,151,113,13,21,0,11
"400","1500000US080310069011",80310069011,"Block Group 1, Census Tract 69.01, Denver County, Colorado",1418,328,15,25,0,11,0,11,0,11,0,11,8,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,18,465,212,168,144,26,36,294,146,70,60,218,82,73,51,71,67,0,11
"401","1500000US080310069012",80310069012,"Block Group 2, Census Tract 69.01, Denver County, Colorado",1155,238,0,11,0,11,0,11,0,11,4,8,4,8,5,12,0,11,0,11,0,11,28,29,9,14,11,25,93,91,15,23,197,78,62,66,146,98,40,33,88,82,354,132,73,56,23,35,3,8
"402","1500000US080310069013",80310069013,"Block Group 3, Census Tract 69.01, Denver County, Colorado",486,151,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,22,0,11,146,121,17,27,28,44,115,76,13,19,111,100,27,22,0,11,15,23
"403","1500000US080310069014",80310069014,"Block Group 4, Census Tract 69.01, Denver County, Colorado",547,241,63,95,0,11,12,20,0,11,4,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,116,137,62,95,85,61,71,67,27,48,44,42,63,66,0,11,0,11
"404","1500000US080310069015",80310069015,"Block Group 5, Census Tract 69.01, Denver County, Colorado",285,115,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,37,100,75,13,21,31,26,11,20,13,21,67,36,28,31,0,11,0,11
"405","1500000US080310070061",80310070061,"Block Group 1, Census Tract 70.06, Denver County, Colorado",1393,295,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,36,59,0,11,0,11,0,11,0,11,0,11,14,24,151,87,0,11,71,67,198,110,129,105,494,208,244,136,29,35,27,43
"406","1500000US080310070062",80310070062,"Block Group 2, Census Tract 70.06, Denver County, Colorado",1688,294,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,146,114,0,11,0,11,58,70,56,73,80,91,72,84,210,172,3,14,11,18,443,220,181,91,286,199,124,81,0,11,18,31
"407","1500000US080310070131",80310070131,"Block Group 1, Census Tract 70.13, Denver County, Colorado",1865,219,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,44,64,14,21,9,15,7,16,95,77,286,103,51,50,50,40,280,92,60,33,603,147,296,104,32,34,38,32
"408","1500000US080310070132",80310070132,"Block Group 2, Census Tract 70.13, Denver County, Colorado",1039,142,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,113,67,0,11,29,21,205,104,62,53,324,126,271,86,35,29,0,11
"409","1500000US080310070371",80310070371,"Block Group 1, Census Tract 70.37, Denver County, Colorado",1626,290,138,87,0,11,0,11,0,11,0,11,45,54,0,11,14,21,90,79,0,11,24,37,39,45,66,76,87,77,0,11,337,133,98,75,131,81,124,77,118,71,187,83,71,63,57,52,0,11
"410","1500000US080310070372",80310070372,"Block Group 2, Census Tract 70.37, Denver County, Colorado",686,182,0,11,0,11,0,11,5,11,0,11,0,11,0,11,20,31,0,11,0,11,0,11,7,10,35,54,0,11,0,11,293,123,64,65,9,14,59,38,12,14,139,59,29,28,0,11,14,23
"411","1500000US080310070373",80310070373,"Block Group 3, Census Tract 70.37, Denver County, Colorado",540,153,29,46,0,11,0,11,0,11,0,11,0,11,0,11,39,61,0,11,0,11,0,11,0,11,83,115,15,23,0,11,138,72,37,44,16,20,29,24,26,18,48,37,64,41,9,11,7,9
"412","1500000US080310070881",80310070881,"Block Group 1, Census Tract 70.88, Denver County, Colorado",1249,301,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,26,0,11,0,11,0,11,0,11,9,17,17,29,293,184,41,56,83,97,147,89,141,98,290,175,161,136,13,23,38,42
"413","1500000US080310070882",80310070882,"Block Group 2, Census Tract 70.88, Denver County, Colorado",559,223,37,61,0,11,0,11,0,11,0,11,0,11,0,11,0,11,38,61,0,11,0,11,58,94,0,11,0,11,0,11,144,103,36,30,0,11,141,114,0,11,105,88,0,11,0,11,0,11
"414","1500000US080310070883",80310070883,"Block Group 3, Census Tract 70.88, Denver County, Colorado",1098,153,0,11,0,11,0,11,0,11,0,11,0,11,0,11,19,30,0,11,0,11,0,11,0,11,0,11,0,11,33,39,187,91,0,11,45,36,120,86,41,45,349,130,155,70,99,71,50,46
"415","1500000US080310070884",80310070884,"Block Group 4, Census Tract 70.88, Denver County, Colorado",772,202,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,58,57,12,21,104,84,123,139,36,37,254,113,133,80,52,66,0,11
"416","1500000US080310070891",80310070891,"Block Group 1, Census Tract 70.89, Denver County, Colorado",408,99,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,28,0,11,142,65,14,23,92,59,29,34,28,31,27,32,58,40,0,11,0,11
"417","1500000US080310070892",80310070892,"Block Group 2, Census Tract 70.89, Denver County, Colorado",1185,212,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,20,0,11,27,30,0,11,9,17,242,118,69,49,29,33,252,165,46,43,274,103,212,105,13,22,0,11
"418","1500000US080310070893",80310070893,"Block Group 3, Census Tract 70.89, Denver County, Colorado",1659,193,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,21,0,11,0,11,0,11,0,11,10,17,0,11,15,23,390,141,34,39,167,92,279,119,102,62,264,104,341,146,31,35,13,20
"419","1500000US080310070894",80310070894,"Block Group 4, Census Tract 70.89, Denver County, Colorado",1214,264,57,46,0,11,0,11,38,35,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,31,156,95,61,79,58,70,187,109,73,53,466,218,57,41,44,40,0,11
"420","1500000US080310083041",80310083041,"Block Group 1, Census Tract 83.04, Denver County, Colorado",980,173,35,39,0,11,0,11,0,11,0,11,0,11,21,28,8,13,38,32,6,10,21,23,13,16,16,24,17,17,15,17,333,120,32,28,34,30,157,75,51,31,77,64,78,46,28,28,0,11
"421","1500000US080310083042",80310083042,"Block Group 2, Census Tract 83.04, Denver County, Colorado",622,222,39,43,0,11,0,11,0,11,0,11,0,11,0,11,17,27,60,63,5,9,0,11,53,43,23,25,23,18,57,49,122,87,16,25,39,24,86,47,11,12,62,37,0,11,0,11,9,13
"422","1500000US080310083043",80310083043,"Block Group 3, Census Tract 83.04, Denver County, Colorado",493,161,49,38,0,11,0,11,0,11,0,11,18,23,0,11,31,48,32,33,18,27,3,6,0,11,50,40,0,11,27,24,113,64,24,18,35,33,75,43,5,8,13,14,0,11,0,11,0,11
"423","1500000US080310083051",80310083051,"Block Group 1, Census Tract 83.05, Denver County, Colorado",718,124,70,43,0,11,0,11,0,11,0,11,15,24,0,11,23,34,89,50,0,11,7,12,33,36,38,34,26,27,9,12,214,73,16,15,12,14,64,40,59,39,35,28,8,8,0,11,0,11
"424","1500000US080310083052",80310083052,"Block Group 2, Census Tract 83.05, Denver County, Colorado",755,147,48,39,0,11,0,11,0,11,19,30,48,46,0,11,0,11,92,53,40,40,0,11,9,12,39,35,26,28,23,17,215,91,23,24,25,20,59,38,23,17,57,50,9,13,0,11,0,11
"425","1500000US080310083053",80310083053,"Block Group 3, Census Tract 83.05, Denver County, Colorado",826,161,11,17,0,11,0,11,0,11,0,11,13,19,30,38,0,11,55,52,0,11,11,13,0,11,28,21,55,46,9,9,257,98,84,54,53,52,161,65,25,30,17,15,17,25,0,11,0,11
"426","1500000US080310083061",80310083061,"Block Group 1, Census Tract 83.06, Denver County, Colorado",490,212,43,50,0,11,0,11,0,11,0,11,20,30,0,11,0,11,0,11,9,16,0,11,0,11,0,11,11,17,15,16,167,69,35,41,10,15,91,111,25,30,56,53,8,13,0,11,0,11
"427","1500000US080310083062",80310083062,"Block Group 2, Census Tract 83.06, Denver County, Colorado",934,191,61,59,0,11,0,11,0,11,0,11,20,26,12,20,0,11,43,50,0,11,0,11,35,37,37,41,77,68,39,35,192,71,101,53,30,25,138,80,47,39,49,29,53,36,0,11,0,11
"428","1500000US080310083063",80310083063,"Block Group 3, Census Tract 83.06, Denver County, Colorado",536,162,72,63,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,19,0,11,0,11,0,11,6,10,0,11,9,14,163,101,11,12,47,28,98,70,37,27,45,32,31,28,9,14,0,11
"429","1500000US080310083064",80310083064,"Block Group 4, Census Tract 83.06, Denver County, Colorado",1613,245,78,54,0,11,0,11,16,26,0,11,33,52,0,11,0,11,155,102,15,24,154,103,119,64,21,24,144,80,38,36,498,205,25,28,17,23,180,97,58,46,31,27,25,22,6,9,0,11
"430","1500000US080310083121",80310083121,"Block Group 1, Census Tract 83.12, Denver County, Colorado",1906,378,74,67,0,11,0,11,0,11,0,11,0,11,22,34,0,11,73,59,0,11,133,108,130,97,8,14,83,65,118,76,562,236,40,32,36,27,382,177,139,94,105,55,1,2,0,11,0,11
"431","1500000US080310083122",80310083122,"Block Group 2, Census Tract 83.12, Denver County, Colorado",1389,251,29,33,0,11,0,11,0,11,24,37,0,11,29,41,0,11,152,141,3,6,0,11,24,35,54,42,10,12,61,57,293,109,31,26,106,75,283,105,160,101,103,71,19,23,0,11,8,14
"432","1500000US080310083123",80310083123,"Block Group 3, Census Tract 83.12, Denver County, Colorado",1156,331,26,43,0,11,0,11,0,11,0,11,0,11,0,11,18,29,90,92,0,11,86,86,68,71,31,44,6,12,0,11,201,98,42,37,34,29,352,123,42,44,100,65,60,46,0,11,0,11
"433","1500000US080310083861",80310083861,"Block Group 1, Census Tract 83.86, Denver County, Colorado",1306,263,112,97,0,11,0,11,0,11,0,11,0,11,0,11,43,54,106,60,16,25,5,10,37,27,21,26,64,59,56,41,314,125,150,108,54,35,189,82,42,33,67,56,8,15,22,37,0,11
"434","1500000US080310083862",80310083862,"Block Group 2, Census Tract 83.86, Denver County, Colorado",1189,237,84,63,0,11,0,11,25,35,0,11,0,11,53,64,102,80,77,90,9,16,17,27,48,62,29,34,48,55,52,59,206,99,44,62,55,48,145,100,47,39,128,86,20,23,0,11,0,11
"435","1500000US080310083871",80310083871,"Block Group 1, Census Tract 83.87, Denver County, Colorado",1885,299,15,23,0,11,0,11,0,11,20,29,0,11,0,11,0,11,183,116,0,11,81,92,82,51,74,55,192,102,68,57,413,146,44,40,147,79,201,85,128,58,155,85,74,56,8,13,0,11
"436","1500000US080310083872",80310083872,"Block Group 2, Census Tract 83.87, Denver County, Colorado",1832,319,53,53,0,11,45,56,0,11,0,11,6,11,0,11,0,11,172,132,0,11,121,98,107,63,52,54,98,71,40,36,578,259,88,61,73,64,181,86,68,44,48,30,90,47,0,11,12,18
"437","1500000US080310083881",80310083881,"Block Group 1, Census Tract 83.88, Denver County, Colorado",4284,495,104,107,0,16,0,16,0,16,0,16,0,16,0,16,68,63,119,125,15,26,147,128,177,138,188,118,206,125,144,97,997,434,110,99,318,177,784,249,215,103,462,169,194,109,0,16,36,49
"438","1500000US080310083882",80310083882,"Block Group 2, Census Tract 83.88, Denver County, Colorado",1038,320,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,315,163,0,11,41,45,217,110,84,71,325,148,44,42,0,11,12,19
"439","1500000US080310083891",80310083891,"Block Group 1, Census Tract 83.89, Denver County, Colorado",673,182,20,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,16,6,14,53,41,82,78,0,11,83,96,149,118,93,71,90,68,75,64,0,11,12,19
"440","1500000US080310083892",80310083892,"Block Group 2, Census Tract 83.89, Denver County, Colorado",1346,344,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,49,17,27,0,11,0,11,0,11,0,11,0,11,16,27,188,111,48,54,202,143,308,162,85,62,405,181,44,40,0,11,0,11
"441","1500000US080310083893",80310083893,"Block Group 3, Census Tract 83.89, Denver County, Colorado",4421,673,50,48,0,16,0,16,0,16,0,16,15,26,13,22,0,16,233,175,0,16,147,111,24,38,66,62,80,91,75,68,953,235,141,107,187,109,940,262,435,191,837,272,211,100,0,16,14,21
"442","1500000US080310083901",80310083901,"Block Group 1, Census Tract 83.90, Denver County, Colorado",1637,352,181,120,0,11,0,11,0,11,0,11,29,43,0,11,0,11,0,11,0,11,149,197,0,11,54,86,47,60,61,71,402,190,25,39,85,79,255,156,78,57,176,104,74,56,21,32,0,11
